Sample,Dimension,Sobol,Faure,Uniform
7,6,0.57812500,0.90566038,0.53093458
7,7,0.76562500,0.90566038,0.48945276
7,8,0.95312500,0.90566038,0.44778316
7,9,0.01562500,0.90566038,0.98565046
7,10,0.64062500,0.90566038,0.55289309
7,11,0.98437500,0.90566038,0.24205527
7,12,0.10937500,0.90566038,0.59269672
7,13,0.35937500,0.90566038,0.67213555
7,14,0.82812500,0.90566038,0.08085333
7,15,0.14062500,0.90566038,0.76161961
7,16,0.57812500,0.90566038,0.36965446
7,17,0.39062500,0.90566038,0.23763755
7,18,0.07812500,0.90566038,0.24215994
7,19,0.14062500,0.90566038,0.72821635
7,20,0.04687500,0.90566038,0.80313975
7,21,0.42187500,0.90566038,0.36778313
7,22,0.85937500,0.90566038,0.47030063
7,23,0.45312500,0.90566038,0.63230583
7,24,0.85937500,0.90566038,0.98342314
7,25,0.14062500,0.90566038,0.63352971
7,26,0.57812500,0.90566038,0.39882444
7,27,0.51562500,0.90566038,0.53577468
7,28,0.10937500,0.90566038,0.81643188
7,29,0.60937500,0.90566038,0.09028977
7,30,0.39062500,0.90566038,0.79834512
7,31,0.32812500,0.90566038,0.83530249
7,32,0.35937500,0.90566038,0.15071754
7,33,0.39062500,0.90566038,0.32078007
7,34,0.32812500,0.90566038,0.50819878
7,35,0.01562500,0.90566038,0.18651851
7,36,0.89062500,0.90566038,0.69581281
7,37,0.04687500,0.90566038,0.04077514
7,38,0.26562500,0.90566038,0.85835880
7,39,0.60937500,0.90566038,0.59089295
7,40,0.10937500,0.90566038,0.32595891
7,41,0.60937500,0.90566038,0.67756437
7,42,0.35937500,0.90566038,0.22024105
7,43,0.79687500,0.90566038,0.01658783
7,44,0.73437500,0.90566038,0.71114953
7,45,0.26562500,0.90566038,0.51209305
7,46,0.70312500,0.90566038,0.80950105
7,47,0.57812500,0.90566038,0.22649578
7,48,0.67187500,0.90566038,0.34866599
7,49,0.92187500,0.90566038,0.64517280
7,50,0.10937500,0.90566038,0.09617655
8,1,0.82812500,0.92452830,0.17436643
8,2,0.48437500,0.92452830,0.94052326
8,3,0.54687500,0.92452830,0.69093774
8,4,0.39062500,0.92452830,0.39757202
8,5,0.67187500,0.92452830,0.38673535
8,6,0.82812500,0.92452830,0.51775134
8,7,0.01562500,0.92452830,0.93672999
8,8,0.70312500,0.92452830,0.83771011
8,9,0.26562500,0.92452830,0.13752094
8,10,0.89062500,0.92452830,0.67569012
8,11,0.73437500,0.92452830,0.34106635
8,12,0.35937500,0.92452830,0.73521612
8,13,0.60937500,0.92452830,0.11347353
8,14,0.07812500,0.92452830,0.20907162
8,15,0.39062500,0.92452830,0.92469362
8,16,0.32812500,0.92452830,0.54144797
8,17,0.14062500,0.92452830,0.87733935
8,18,0.82812500,0.92452830,0.69578440
8,19,0.39062500,0.92452830,0.25794163
8,20,0.79687500,0.92452830,0.22855002
8,21,0.67187500,0.92452830,0.65998405
8,22,0.60937500,0.92452830,0.17495492
8,23,0.70312500,0.92452830,0.81722220
8,24,0.10937500,0.92452830,0.98216834
8,25,0.89062500,0.92452830,0.55520081
8,26,0.82812500,0.92452830,0.51663589
8,27,0.26562500,0.92452830,0.52965058
8,28,0.35937500,0.92452830,0.26082918
8,29,0.35937500,0.92452830,0.24185228
8,30,0.14062500,0.92452830,0.99625370
8,31,0.57812500,0.92452830,0.09310276
8,32,0.60937500,0.92452830,0.96541935
8,33,0.64062500,0.92452830,0.89721576
8,34,0.07812500,0.92452830,0.55829345
8,35,0.26562500,0.92452830,0.90041805
8,36,0.64062500,0.92452830,0.88263635
8,37,0.79687500,0.92452830,0.63310146
8,38,0.51562500,0.92452830,0.18870711
8,39,0.35937500,0.92452830,0.33902979
8,40,0.85937500,0.92452830,0.27887135
8,41,0.35937500,0.92452830,0.34920957
8,42,0.10937500,0.92452830,0.70035783
8,43,0.04687500,0.92452830,0.72595568
8,44,0.48437500,0.92452830,0.84666114
8,45,0.01562500,0.92452830,0.89711025
8,46,0.45312500,0.92452830,0.85632429
8,47,0.32812500,0.92452830,0.88708643
8,48,0.42187500,0.92452830,0.40450813
8,49,0.67187500,0.92452830,0.77987554
8,50,0.35937500,0.92452830,0.88777009
9,1,0.32812500,0.94339623,0.64203165
9,2,0.98437500,0.94339623,0.85092845
9,3,0.04687500,0.94339623,0.08413996
9,4,0.89062500,0.94339623,0.93563500
9,5,0.17187500,0.94339623,0.16162871
9,6,0.32812500,0.94339623,0.78534065
9,7,0.51562500,0.94339623,0.89855418
9,8,0.20312500,0.94339623,0.66898825
9,9,0.76562500,0.94339623,0.60642906
9,10,0.39062500,0.94339623,0.58068663
9,11,0.23437500,0.94339623,0.00919705
9,12,0.85937500,0.94339623,0.37228277
9,13,0.10937500,0.94339623,0.10147154
9,14,0.57812500,0.94339623,0.94013344
9,15,0.89062500,0.94339623,0.66350176
9,16,0.82812500,0.94339623,0.97366384
9,17,0.64062500,0.94339623,0.00506159
9,18,0.32812500,0.94339623,0.28392098
9,19,0.89062500,0.94339623,0.16080806
9,20,0.29687500,0.94339623,0.30536386
9,21,0.17187500,0.94339623,0.54873379
9,22,0.10937500,0.94339623,0.48561375
9,23,0.20312500,0.94339623,0.69189520
9,24,0.60937500,0.94339623,0.44842414
9,25,0.39062500,0.94339623,0.65196126
9,26,0.32812500,0.94339623,0.99445747
9,27,0.76562500,0.94339623,0.22426931
9,28,0.85937500,0.94339623,0.17592525
9,29,0.85937500,0.94339623,0.71217922
9,30,0.64062500,0.94339623,0.01807536
9,31,0.07812500,0.94339623,0.23724908
9,32,0.10937500,0.94339623,0.49389372
9,33,0.14062500,0.94339623,0.32539970
9,34,0.57812500,0.94339623,0.17882271
9,35,0.76562500,0.94339623,0.74649141
9,36,0.14062500,0.94339623,0.36646879
9,37,0.29687500,0.94339623,0.64963290
9,38,0.01562500,0.94339623,0.74417052
9,39,0.85937500,0.94339623,0.84922341
9,40,0.35937500,0.94339623,0.72093992
9,41,0.85937500,0.94339623,0.65761289
9,42,0.60937500,0.94339623,0.30806079
9,43,0.54687500,0.94339623,0.56830860
9,44,0.98437500,0.94339623,0.54254023
9,45,0.51562500,0.94339623,0.09367477
9,46,0.95312500,0.94339623,0.50881408
9,47,0.82812500,0.94339623,0.36771580
9,48,0.92187500,0.94339623,0.63633262
9,49,0.17187500,0.94339623,0.26520237
9,50,0.85937500,0.94339623,0.25046182
10,1,0.45312500,0.96226415,0.24398964
10,2,0.35937500,0.96226415,0.58987085
10,3,0.42187500,0.96226415,0.97301055
10,4,0.76562500,0.96226415,0.97889286
10,5,0.04687500,0.96226415,0.39309772
10,6,0.20312500,0.96226415,0.48674215
10,7,0.14062500,0.96226415,0.89204655
10,8,0.57812500,0.96226415,0.90609878
10,9,0.39062500,0.96226415,0.63113863
10,10,0.51562500,0.96226415,0.43439437
10,11,0.60937500,0.96226415,0.79481130
10,12,0.98437500,0.96226415,0.35007841
10,13,0.73437500,0.96226415,0.50263710
10,14,0.95312500,0.96226415,0.64510336
10,15,0.76562500,0.96226415,0.57690389
10,16,0.95312500,0.96226415,0.66892406
10,17,0.51562500,0.96226415,0.49251769
10,18,0.45312500,0.96226415,0.86416756
10,19,0.26562500,0.96226415,0.19524299
10,20,0.67187500,0.96226415,0.23018527
10,21,0.79687500,0.96226415,0.72245212
10,22,0.48437500,0.96226415,0.49919338
10,23,0.57812500,0.96226415,0.28077236
10,24,0.73437500,0.96226415,0.57200420
10,25,0.26562500,0.96226415,0.02431596
10,26,0.95312500,0.96226415,0.76855402
10,27,0.39062500,0.96226415,0.64547230
10,28,0.23437500,0.96226415,0.04360378
10,29,0.23437500,0.96226415,0.17711068
10,30,0.76562500,0.96226415,0.99455051
10,31,0.70312500,0.96226415,0.94045859
10,32,0.98437500,0.96226415,0.46994451
10,33,0.01562500,0.96226415,0.95392858
10,34,0.20312500,0.96226415,0.27956034
10,35,0.14062500,0.96226415,0.91486439
10,36,0.76562500,0.96226415,0.88349402
10,37,0.17187500,0.96226415,0.37015870
10,38,0.14062500,0.96226415,0.74771878
10,39,0.48437500,0.96226415,0.01545661
10,40,0.48437500,0.96226415,0.95307184
10,41,0.98437500,0.96226415,0.92831857
10,42,0.48437500,0.96226415,0.33075031
10,43,0.42187500,0.96226415,0.42818415
10,44,0.85937500,0.96226415,0.55276496
10,45,0.14062500,0.96226415,0.96665482
10,46,0.07812500,0.96226415,0.57229247
10,47,0.70312500,0.96226415,0.96361997
10,48,0.04687500,0.96226415,0.98033158
10,49,0.29687500,0.96226415,0.85300945
10,50,0.98437500,0.96226415,0.07534626
11,1,0.95312500,0.98113208,0.29444890
11,2,0.85937500,0.98113208,0.30569702
11,3,0.92187500,0.98113208,0.38509773
11,4,0.26562500,0.98113208,0.19091103
11,5,0.54687500,0.98113208,0.85113667
11,6,0.70312500,0.98113208,0.26847485
11,7,0.64062500,0.98113208,0.31692201
11,8,0.07812500,0.98113208,0.48527987
11,9,0.89062500,0.98113208,0.16949275
11,10,0.01562500,0.98113208,0.37268687
11,11,0.10937500,0.98113208,0.55680127
11,12,0.48437500,0.98113208,0.39469146
11,13,0.23437500,0.98113208,0.93615477
11,14,0.45312500,0.98113208,0.84421314
11,15,0.26562500,0.98113208,0.69602980
11,16,0.45312500,0.98113208,0.93001683
11,17,0.01562500,0.98113208,0.57006117
11,18,0.95312500,0.98113208,0.07041613
11,19,0.76562500,0.98113208,0.09717650
11,20,0.17187500,0.98113208,0.20891872
11,21,0.29687500,0.98113208,0.61500723
11,22,0.98437500,0.98113208,0.67114351
11,23,0.07812500,0.98113208,0.99005385
11,24,0.23437500,0.98113208,0.35864679
11,25,0.76562500,0.98113208,0.14008401
11,26,0.45312500,0.98113208,0.25416365
11,27,0.89062500,0.98113208,0.51832966
11,28,0.73437500,0.98113208,0.29529058
11,29,0.73437500,0.98113208,0.87737307
11,30,0.26562500,0.98113208,0.32255076
11,31,0.20312500,0.98113208,0.74076862
11,32,0.48437500,0.98113208,0.84866979
11,33,0.51562500,0.98113208,0.69701574
11,34,0.70312500,0.98113208,0.13662133
11,35,0.64062500,0.98113208,0.70248408
11,36,0.26562500,0.98113208,0.70891100
11,37,0.67187500,0.98113208,0.35949115
11,38,0.64062500,0.98113208,0.55281998
11,39,0.98437500,0.98113208,0.29359185
11,40,0.98437500,0.98113208,0.29651014
11,41,0.48437500,0.98113208,0.80936116
11,42,0.98437500,0.98113208,0.41978086
11,43,0.92187500,0.98113208,0.81011339
11,44,0.35937500,0.98113208,0.25620694
11,45,0.64062500,0.98113208,0.86707232
11,46,0.57812500,0.98113208,0.61151371
11,47,0.20312500,0.98113208,0.91324055
11,48,0.54687500,0.98113208,0.08159418
11,49,0.79687500,0.98113208,0.51134240
11,50,0.48437500,0.98113208,0.00518486
12,1,0.70312500,0.00035600,0.50151630
12,2,0.10937500,0.01922392,0.62789441
12,3,0.17187500,0.03809185,0.79829518
12,4,0.51562500,0.05695977,0.19427395
12,5,0.79687500,0.07582770,0.64996393
12,6,0.95312500,0.09469562,0.07094091
12,7,0.39062500,0.11356355,0.70196688
12,8,0.32812500,0.13243147,0.39678382
12,9,0.64062500,0.15129939,0.79579267
12,10,0.26562500,0.17016732,0.05076853
12,11,0.35937500,0.18903524,0.89000534
12,12,0.23437500,0.20790317,0.88661715
12,13,0.98437500,0.22677109,0.33799516
12,14,0.70312500,0.24563902,0.02761677
12,15,0.01562500,0.26450694,0.37558295
12,16,0.70312500,0.28337487,0.57886490
12,17,0.26562500,0.30224279,0.09398194
12,18,0.20312500,0.32111072,0.43847413
12,19,0.51562500,0.33997864,0.57828014
12,20,0.92187500,0.35884656,0.67202614
12,21,0.54687500,0.37771449,0.03594228
12,22,0.73437500,0.39658241,0.32815267
12,23,0.82812500,0.41545034,0.46559802
12,24,0.98437500,0.43431826,0.15504162
12,25,0.01562500,0.45318619,0.54264463
12,26,0.20312500,0.47205411,0.98184089
12,27,0.14062500,0.49092204,0.28654125
12,28,0.98437500,0.50978996,0.83893350
12,29,0.48437500,0.52865789,0.59083326
12,30,0.01562500,0.54752581,0.86040462
12,31,0.95312500,0.56639373,0.03050025
12,32,0.73437500,0.58526166,0.25025136
12,33,0.26562500,0.60412958,0.03734819
12,34,0.95312500,0.62299751,0.03883473
12,35,0.89062500,0.64186543,0.82260056
12,36,0.01562500,0.66073336,0.30326552
12,37,0.42187500,0.67960128,0.36019064
12,38,0.39062500,0.69846921,0.53708243
12,39,0.23437500,0.71733713,0.12706052
12,40,0.23437500,0.73620506,0.32665124
12,41,0.73437500,0.75507298,0.52224325
12,42,0.73437500,0.77394090,0.82786900
12,43,0.17187500,0.79280883,0.76999356
12,44,0.60937500,0.81167675,0.27154292
12,45,0.89062500,0.83054468,0.21582102
12,46,0.32812500,0.84941260,0.96525183
12,47,0.95312500,0.86828053,0.62289047
12,48,0.29687500,0.88714845,0.45726516
12,49,0.54687500,0.90601638,0.08534746
12,50,0.23437500,0.92488430,0.84202308
13,1,0.20312500,0.01922392,0.05168172
13,2,0.60937500,0.03809185,0.19438004
13,3,0.67187500,0.05695977,0.53135463
13,4,0.01562500,0.07582770,0.41135391
13,5,0.29687500,0.09469562,0.54063512
13,6,0.45312500,0.11356355,0.69951221
13,7,0.89062500,0.13243147,0.63742991
13,8,0.82812500,0.15129939,0.13835309
13,9,0.14062500,0.17016732,0.72609134
13,10,0.76562500,0.18903524,0.13274542
13,11,0.85937500,0.20790317,0.97585208
13,12,0.73437500,0.22677109,0.96953687
13,13,0.48437500,0.24563902,0.51630035
13,14,0.20312500,0.26450694,0.71459510
13,15,0.51562500,0.28337487,0.32295648
13,16,0.20312500,0.30224279,0.04106752
13,17,0.76562500,0.32111072,0.79518620
13,18,0.70312500,0.33997864,0.39882090
13,19,0.01562500,0.35884656,0.27083226
13,20,0.42187500,0.37771449,0.43352074
13,21,0.04687500,0.39658241,0.43897142
13,22,0.23437500,0.41545034,0.74404265
13,23,0.32812500,0.43431826,0.07845638
13,24,0.48437500,0.45318619,0.25086053
13,25,0.51562500,0.47205411,0.02535074
13,26,0.70312500,0.49092204,0.18433367
13,27,0.64062500,0.50978996,0.96264842
13,28,0.48437500,0.52865789,0.08087297
13,29,0.98437500,0.54752581,0.83598012
13,30,0.51562500,0.56639373,0.42831448
13,31,0.45312500,0.58526166,0.69597420
13,32,0.23437500,0.60412958,0.68849990
13,33,0.76562500,0.62299751,0.40895295
13,34,0.45312500,0.64186543,0.05819359
